"Date","Hour","Total (MWh)","Wind (MWh)","Geothermal (MWh)","Dammed Hydro With Reservoir (MWh)","Canal Type (MWh)","Run-of-River (MWh)","Land Fill Gas (MWh)","Biogas (MWh)","Sun (MWh)","Biomass (MWh)","Others (MWh)"
"29/05/2019","00:00","11,403.43","2,139.33","863.06","4,317.49","3,232.39","444.11","64.71","86.49","12.19","201.25","42.41"
"29/05/2019","01:00","11,437.60","2,132.01","869.51","4,414.66","3,190.91","438.62","63.58","85.77","0.00","200.12","42.42"
"29/05/2019","02:00","11,372.99","2,006.33","878.71","4,405.44","3,251.57","437.39","63.72","85.87","0.00","201.63","42.33"
"29/05/2019","03:00","11,181.36","1,865.26","885.81","4,441.55","3,171.14","423.82","62.83","85.94","0.00","202.58","42.43"
"29/05/2019","04:00","11,614.11","1,761.04","915.06","4,918.17","3,217.57","414.28","64.63","84.70","0.00","196.21","42.45"
"29/05/2019","05:00","11,064.67","1,724.92","926.74","4,473.90","3,136.58","407.92","63.92","85.86","0.31","201.91","42.61"
"29/05/2019","06:00","11,258.48","1,688.95","936.46","4,710.08","3,122.96","405.35","56.93","84.79","5.43","205.04","42.49"
"29/05/2019","07:00","10,508.58","1,516.01","921.72","4,161.01","3,104.56","398.70","56.80","85.76","23.55","197.98","42.49"
"29/05/2019","08:00","10,287.85","1,249.55","894.12","4,204.68","3,115.42","392.29","62.02","82.86","42.77","201.71","42.43"
"29/05/2019","09:00","10,149.67","1,090.57","864.00","4,202.43","3,102.80","433.06","70.28","83.95","59.05","201.08","42.45"
"29/05/2019","10:00","10,369.92","1,203.93","841.27","4,333.23","3,091.62","434.99","70.49","83.38","66.65","201.93","42.43"
"29/05/2019","11:00","10,360.50","1,389.08","817.91","4,205.82","3,074.66","407.26","63.46","81.93","72.72","205.29","42.37"
"29/05/2019","12:00","10,249.20","1,433.70","793.82","4,131.22","3,012.45","405.83","69.93","82.62","74.04","203.14","42.45"
"29/05/2019","13:00","10,438.74","1,454.15","775.50","4,250.26","3,027.57","474.32","68.83","80.65","69.70","195.24","42.52"
"29/05/2019","14:00","10,740.42","1,461.74","763.76","4,525.83","3,061.29","473.28","69.85","79.51","68.14","194.51","42.51"
"29/05/2019","15:00","10,875.16","1,547.42","765.76","4,584.37","3,078.67","455.47","68.93","78.83","55.46","197.76","42.49"
"29/05/2019","16:00","10,850.35","1,668.08","783.15","4,364.47","3,116.00","485.80","68.21","80.10","42.26","199.76","42.52"
"29/05/2019","17:00","11,010.28","1,893.77","796.07","4,207.93","3,221.93","469.45","70.68","82.41","24.10","201.38","42.56"
"29/05/2019","18:00","11,125.08","1,947.75","818.73","4,321.47","3,192.84","445.74","69.18","79.63","7.64","199.71","42.39"
"29/05/2019","19:00","11,393.17","1,568.43","847.00","4,926.58","3,201.06","458.15","71.73","80.71","0.90","196.24","42.37"
"29/05/2019","20:00","10,983.96","1,533.67","870.80","4,527.07","3,193.72","461.08","71.61","82.07","0.00","201.61","42.33"
"29/05/2019","21:00","11,194.62","1,401.79","884.81","4,763.93","3,268.57","472.21","70.75","83.42","0.00","206.75","42.39"
"29/05/2019","22:00","11,008.08","1,303.30","901.50","4,626.96","3,298.42","478.07","70.54","84.10","0.00","202.73","42.46"
"29/05/2019","23:00","10,279.28","1,056.38","917.15","4,222.10","3,261.32","444.66","71.55","85.15","0.00","178.39","42.58"
"30/05/2019","00:00","9,997.14","932.94","932.29","4,162.61","3,092.31","485.88","65.52","86.12","0.00","197.26","42.21"
"30/05/2019","01:00","9,932.51","916.77","940.98","4,078.44","3,134.19","474.14","64.86","85.26","0.00","195.45","42.42"
"30/05/2019","02:00","9,816.30","813.46","948.19","4,116.82","3,075.04","467.75","64.93","86.61","0.00","200.97","42.53"
"30/05/2019","03:00","9,548.01","697.79","958.75","4,100.19","2,971.78","419.18","65.22","86.47","0.00","206.12","42.51"
"30/05/2019","04:00","9,713.83","634.87","963.24","4,287.24","3,047.33","385.97","62.33","86.84","0.00","203.44","42.57"
"30/05/2019","05:00","9,737.93","529.13","973.37","4,435.17","3,076.93","323.49","61.97","86.88","0.47","208.01","42.51"
"30/05/2019","06:00","9,750.77","480.54","978.37","4,536.10","3,043.83","311.01","62.07","86.48","5.72","204.15","42.50"
"30/05/2019","07:00","9,644.87","363.80","964.52","4,512.98","3,063.46","320.60","61.97","86.73","22.47","205.81","42.53"
"30/05/2019","08:00","9,566.02","223.11","929.15","4,579.56","3,060.61","330.19","66.70","85.90","42.24","206.22","42.34"
"30/05/2019","09:00","9,578.87","131.90","892.88","4,588.79","3,161.27","345.72","64.21","86.30","59.17","206.26","42.37"
"30/05/2019","10:00","9,593.67","154.63","870.61","4,571.01","3,193.28","341.96","64.29","84.96","63.84","206.57","42.52"
"30/05/2019","11:00","9,367.16","251.58","847.49","4,318.49","3,098.58","384.32","61.34","85.10","71.80","205.93","42.53"
"30/05/2019","12:00","9,403.96","341.50","825.02","4,314.93","3,076.48","390.13","62.75","84.24","70.23","196.20","42.48"
"30/05/2019","13:00","9,570.93","485.72","807.08","4,376.18","3,052.20","383.16","67.38","82.92","71.50","202.21","42.58"
"30/05/2019","14:00","9,736.50","711.48","808.69","4,323.49","3,057.87","379.19","61.69","83.40","67.10","201.05","42.54"
"30/05/2019","15:00","9,689.39","841.51","800.33","4,173.38","3,049.43","384.25","60.11","84.07","50.08","203.69","42.54"
"30/05/2019","16:00","9,823.80","1,051.32","819.66","4,078.29","3,080.78","380.02","62.71","71.42","32.40","204.69","42.51"
"30/05/2019","17:00","9,971.75","1,116.82","821.62","4,103.98","3,111.88","415.60","66.57","61.16","21.13","210.38","42.61"
"30/05/2019","18:00","10,076.33","1,320.95","822.84","3,972.06","3,140.24","443.95","61.79","60.40","7.73","203.85","42.52"
"30/05/2019","19:00","10,499.79","1,591.94","843.66","4,044.71","3,165.26","483.43","62.10","62.11","0.83","203.18","42.57"
"30/05/2019","20:00","10,647.42","1,703.98","869.52","4,068.68","3,159.12","478.23","60.90","61.83","0.00","202.46","42.70"
"30/05/2019","21:00","10,439.62","1,436.78","883.43","4,114.32","3,178.09","464.30","61.79","61.75","0.00","196.60","42.56"
"30/05/2019","22:00","10,132.93","1,182.26","893.14","4,031.33","3,180.41","467.19","62.65","61.80","0.00","211.70","42.45"
"30/05/2019","23:00","9,887.04","997.68","903.06","3,976.13","3,148.93","477.66","65.04","64.91","0.00","211.18","42.45"
"31/05/2019","00:00","9,795.71","980.02","918.39","4,023.79","3,018.46","476.40","60.38","76.50","0.00","199.46","42.31"
"31/05/2019","01:00","9,983.25","1,093.56","929.28","4,075.73","3,028.01","461.66","64.12","82.14","0.00","206.31","42.44"
"31/05/2019","02:00","10,054.91","1,168.62","942.35","4,069.92","3,010.82","465.24","66.54","84.51","0.00","204.55","42.36"
"31/05/2019","03:00","9,861.24","1,185.95","952.75","3,890.36","2,983.02","458.99","66.47","85.10","0.00","196.15","42.45"
"31/05/2019","04:00","10,200.85","1,195.47","955.84","4,174.90","3,010.63","461.59","66.10","84.87","0.00","208.98","42.47"
"31/05/2019","05:00","10,202.63","1,227.76","962.99","4,164.44","3,012.27","427.66","67.05","86.19","0.00","211.81","42.46"
"31/05/2019","06:00","10,233.25","1,326.38","959.60","4,140.93","2,963.50","428.86","67.29","86.60","5.47","212.17","42.45"
"31/05/2019","07:00","9,726.32","1,286.13","946.46","3,725.02","2,930.80","410.83","68.78","88.12","21.21","206.53","42.44"
"31/05/2019","08:00","9,836.76","1,168.93","916.57","3,926.26","2,954.77","427.11","69.82","86.25","39.63","205.01","42.41"
"31/05/2019","09:00","9,647.75","930.67","880.25","3,981.76","2,964.92","445.42","68.56","86.60","52.78","194.32","42.47"
"31/05/2019","10:00","9,417.09","806.44","844.05","3,941.22","2,943.16","431.38","63.61","85.73","60.04","199.84","41.62"
"31/05/2019","11:00","9,166.18","708.63","815.68","3,770.93","2,957.46","456.35","69.00","86.20","63.08","196.80","42.05"
"31/05/2019","12:00","9,250.53","735.26","806.73","3,887.76","2,905.50","451.09","66.82","86.21","65.39","203.28","42.49"
"31/05/2019","13:00","9,319.84","922.37","783.86","3,735.73","2,957.99","459.16","69.24","86.27","65.65","197.16","42.41"
"31/05/2019","14:00","9,911.57","1,218.55","780.08","3,997.58","3,004.02","460.08","69.34","84.92","59.38","195.14","42.48"
"31/05/2019","15:00","10,177.03","1,266.19","778.45","4,240.66","2,999.00","441.45","70.04","85.61","53.26","199.84","42.53"
"31/05/2019","16:00","10,376.04","1,664.55","777.44","4,122.73","2,970.23","401.50","63.99","85.33","43.67","204.19","42.41"
"31/05/2019","17:00","10,622.25","1,904.77","783.90","4,065.04","2,978.22","470.38","70.62","83.41","24.21","199.35","42.35"
"31/05/2019","18:00","10,584.89","1,797.41","800.88","4,064.88","3,038.34","473.53","72.61","83.08","10.20","201.44","42.52"
"31/05/2019","19:00","10,649.43","1,715.89","815.98","4,203.40","3,042.36","473.50","71.54","85.30","1.46","197.44","42.56"
"31/05/2019","20:00","10,426.18","1,915.67","841.30","3,728.78","3,064.29","479.60","70.49","85.29","0.00","198.16","42.60"
"31/05/2019","21:00","10,491.90","1,621.47","854.57","4,053.32","3,084.38","483.42","70.58","85.05","0.00","196.58","42.53"
"31/05/2019","22:00","10,465.62","1,327.09","872.08","4,266.68","3,100.65","507.50","65.05","85.37","0.00","198.70","42.50"
"31/05/2019","23:00","10,171.10","1,052.80","893.46","4,230.31","3,108.54","486.97","66.22","86.14","0.00","204.05","42.61"
"01/06/2019","00:00","9,875.84","935.21","902.46","4,114.46","3,063.43","471.20","66.36","85.56","0.00","194.71","42.45"
"01/06/2019","01:00","9,707.78","910.77","910.20","3,956.64","3,071.88","458.29","69.45","86.37","0.00","201.62","42.56"
"01/06/2019","02:00","9,742.37","921.69","918.58","4,036.48","3,053.08","413.56","68.70","86.27","0.00","201.67","42.34"
"01/06/2019","03:00","9,265.56","908.71","927.57","3,698.07","2,923.05","411.51","68.45","85.41","0.00","200.41","42.38"
"01/06/2019","04:00","9,915.48","988.04","938.05","4,198.14","2,979.63","415.59","68.58","85.21","0.00","199.71","42.53"
"01/06/2019","05:00","9,654.92","1,012.13","946.08","3,998.88","2,897.95","405.45","67.75","81.71","0.08","202.41","42.48"
"01/06/2019","06:00","9,933.19","998.86","948.94","4,318.38","2,896.37","377.30","67.49","81.27","6.19","195.94","42.45"
"01/06/2019","07:00","9,935.30","856.96","938.09","4,366.06","2,984.87","380.91","65.68","82.63","22.17","195.47","42.46"
"01/06/2019","08:00","9,562.15","655.10","921.04","4,135.32","2,981.90","429.02","71.10","83.51","41.74","200.80","42.62"
"01/06/2019","09:00","9,507.39","508.28","892.47","4,272.91","2,971.03","414.75","70.01","81.81","55.29","198.14","42.70"
"01/06/2019","10:00","9,283.45","514.71","868.02","4,094.69","2,936.81","420.05","69.06","80.53","56.05","201.00","42.53"
"01/06/2019","11:00","9,314.21","553.50","844.34","4,071.20","2,943.47","441.85","71.20","83.23","62.45","200.37","42.60"
"01/06/2019","12:00","9,345.34","594.39","826.89","4,071.74","2,955.11","445.55","67.18","84.39","63.76","198.11","38.22"
"01/06/2019","13:00","9,602.03","751.83","790.07","4,171.93","2,995.65","449.92","69.79","85.14","57.21","192.27","38.22"
"01/06/2019","14:00","9,860.14","1,016.14","793.26","4,161.39","3,003.59","444.78","70.38","86.19","59.70","186.58","38.13"
"01/06/2019","15:00","10,171.32","1,286.28","793.65","4,283.50","2,971.43","434.67","67.31","83.20","41.06","172.05","38.17"
"01/06/2019","16:00","10,397.25","1,395.76","792.45","4,358.96","3,031.71","430.77","66.32","83.28","36.65","164.19","37.16"
"01/06/2019","17:00","10,727.58","1,577.21","798.32","4,359.26","3,176.10","441.85","66.95","83.68","23.26","162.73","38.22"
"01/06/2019","18:00","10,965.10","1,678.06","814.29","4,418.63","3,204.20","473.44","66.37","83.18","9.69","174.32","42.92"
"01/06/2019","19:00","11,074.15","1,782.24","836.23","4,404.97","3,202.19","470.92","66.66","82.94","1.29","186.21","40.50"
"01/06/2019","20:00","11,200.61","1,827.45","864.20","4,460.99","3,185.44","472.95","65.38","82.13","0.00","199.94","42.13"
"01/06/2019","21:00","11,212.63","1,655.48","883.29","4,595.12","3,243.80","439.23","67.98","81.65","0.00","203.39","42.69"
"01/06/2019","22:00","10,807.09","1,234.54","895.70","4,587.13","3,260.48","435.01","68.08","83.46","0.00","200.00","42.69"
"01/06/2019","23:00","10,568.80","1,157.88","909.53","4,392.70","3,212.25","494.62","69.64","84.70","0.00","205.82","41.66"
"02/06/2019","00:00","9,794.09","822.31","921.46","4,154.69","3,025.04","482.84","64.75","84.29","0.00","198.25","40.46"
"02/06/2019","01:00","9,581.78","616.08","934.23","4,193.52","2,978.00","471.03","66.56","81.71","0.00","199.99","40.66"
"02/06/2019","02:00","9,534.62","562.05","948.65","4,282.88","2,929.57","421.06","64.44","85.12","0.00","200.34","40.51"
"02/06/2019","03:00","9,281.51","574.78","950.07","4,065.18","2,929.49","372.98","66.22","84.07","0.00","198.18","40.54"
"02/06/2019","04:00","9,840.06","565.54","952.71","4,612.87","2,936.95","384.22","65.84","83.46","0.00","197.99","40.48"
"02/06/2019","05:00","9,388.38","639.73","955.49","4,204.32","2,866.21","336.34","66.45","83.92","0.62","195.07","40.23"
"02/06/2019","06:00","9,688.00","592.93","952.84","4,544.49","2,851.30","360.12","65.73","78.10","5.71","196.33","40.45"
"02/06/2019","07:00","9,853.59","560.09","947.53","4,731.43","2,881.88","343.09","65.16","70.39","21.22","192.44","40.36"
"02/06/2019","08:00","9,725.40","445.41","926.97","4,555.80","3,001.57","371.05","68.25","83.47","40.44","192.00","40.44"
"02/06/2019","09:00","9,701.77","507.67","906.78","4,465.48","2,992.39","392.28","69.02","84.03","50.84","192.70","40.58"
"02/06/2019","10:00","9,740.09","679.18","885.37","4,292.15","3,000.30","437.39","70.18","84.16","57.42","193.38","40.56"
"02/06/2019","11:00","9,760.22","982.23","859.75","4,052.76","2,988.58","437.21","70.23","82.23","56.79","189.86","40.58"
"02/06/2019","12:00","10,000.09","1,266.15","842.26","4,119.46","2,891.50","427.26","72.05","83.17","68.23","189.27","40.74"
"02/06/2019","13:00","10,739.05","1,435.59","828.96","4,648.35","2,972.93","392.34","70.43","84.73","71.05","194.11","40.56"
"02/06/2019","14:00","10,800.80","1,547.50","827.84","4,599.77","3,034.19","370.34","66.97","60.70","64.02","188.98","40.49"
"02/06/2019","15:00","10,824.16","1,541.00","827.20","4,648.16","3,011.36","396.91","67.99","45.36","52.16","193.38","40.64"
"02/06/2019","16:00","10,530.04","1,788.79","829.35","4,099.51","3,035.44","389.20","70.75","46.35","39.90","190.29","40.46"
"02/06/2019","17:00","10,731.37","1,775.29","834.86","4,144.68","3,089.19","494.52","67.60","78.74","22.46","183.54","40.49"
"02/06/2019","18:00","10,779.13","1,759.03","845.92","4,114.69","3,227.02","488.33","71.50","66.67","12.45","188.92","4.60"
"02/06/2019","19:00","10,713.61","1,664.48","863.73","4,073.72","3,241.74","482.89","70.62","82.62","1.66","191.65","40.50"
"02/06/2019","20:00","10,099.20","1,527.51","887.57","3,814.53","3,085.74","399.27","69.30","85.01","0.00","189.70","40.57"
"02/06/2019","21:00","10,420.07","1,611.15","901.03","4,033.82","3,054.69","431.77","68.06","84.69","0.00","194.36","40.50"
"02/06/2019","22:00","10,379.31","1,514.81","915.39","4,044.92","3,110.37","406.88","68.48","85.25","0.00","192.71","40.50"
"02/06/2019","23:00","10,098.40","1,332.35","927.96","3,870.48","3,073.07","507.15","67.94","86.87","0.00","191.97","40.61"
"03/06/2019","00:00","9,699.56","1,324.90","941.49","3,653.25","2,907.67","492.86","64.53","86.55","0.00","187.69","40.62"
"03/06/2019","01:00","9,828.21","1,375.61","947.12","3,729.77","2,940.16","461.38","65.86","84.55","0.00","182.99","40.77"
"03/06/2019","02:00","9,671.52","1,538.96","954.78","3,491.87","2,871.72","440.06","66.87","85.56","0.00","180.96","40.74"
"03/06/2019","03:00","9,528.14","1,611.62","965.87","3,429.47","2,833.09","311.23","66.68","84.17","0.00","185.52","40.49"
"03/06/2019","04:00","9,773.77","1,683.01","972.10","3,621.73","2,798.95","323.62","66.42","85.87","0.00","181.64","40.43"
"03/06/2019","05:00","9,725.72","1,685.72","973.22","3,500.42","2,839.73","354.17","66.59","82.05","0.43","182.85","40.54"
"03/06/2019","06:00","9,883.56","1,490.92","974.41","3,662.45","2,910.96","460.98","66.70","83.22","5.81","187.65","40.46"
"03/06/2019","07:00","9,603.73","1,266.86","959.47","3,678.75","2,924.38","381.94","63.46","84.32","23.58","180.38","40.59"
"03/06/2019","08:00","9,776.21","1,280.98","935.05","3,847.49","2,916.37","382.00","69.17","84.07","42.72","177.87","40.49"
"03/06/2019","09:00","10,199.53","1,261.24","902.33","4,175.68","3,038.10","393.44","71.77","83.32","56.80","176.44","40.41"
"03/06/2019","10:00","10,147.90","1,430.06","892.42","3,929.20","3,079.60","384.05","69.57","83.27","59.33","179.89","40.51"
"03/06/2019","11:00","10,115.06","1,536.18","866.33","3,800.88","3,111.79","351.47","72.19","80.67","72.34","182.76","40.45"
"03/06/2019","12:00","10,369.91","1,902.04","843.46","3,798.24","3,031.52","348.65","72.07","78.72","69.18","185.36","40.67"
"03/06/2019","13:00","10,607.96","2,013.75","828.41","3,824.81","3,073.76","437.45","71.37","81.62","51.93","184.22","40.64"
"03/06/2019","14:00","10,589.46","2,092.54","826.26","3,665.82","3,093.49","474.14","74.01","83.79","60.32","178.57","40.52"
"03/06/2019","15:00","10,532.24","2,217.07","832.61","3,539.81","3,056.10","463.58","71.59","79.72","49.53","181.71","40.52"
"03/06/2019","16:00","10,490.76","2,138.69","843.42","3,587.64","3,023.81","489.69","69.24","81.90","34.24","181.68","40.45"
"03/06/2019","17:00","10,809.14","2,032.58","836.92","4,015.65","3,041.98","489.76","70.84","81.87","22.90","175.96","40.68"
"03/06/2019","18:00","10,250.08","1,988.28","852.85","3,512.69","3,036.31","477.64","70.05","82.67","8.85","180.30","40.44"
"03/06/2019","19:00","10,098.84","1,710.62","869.19","3,709.56","3,009.24","421.43","72.22","84.22","1.82","179.94","40.60"
"03/06/2019","20:00","9,855.22","1,441.78","889.44","3,677.99","3,004.14","460.99","70.13","82.20","0.00","187.95","40.60"
"03/06/2019","21:00","9,757.68","1,398.43","908.54","3,680.76","2,971.89","411.76","68.94","84.50","0.00","192.26","40.60"
"03/06/2019","22:00","9,613.60","1,298.06","921.90","3,681.93","2,963.43","373.05","68.26","83.50","0.00","182.95","40.52"
"03/06/2019","23:00","9,515.71","1,153.82","925.23","3,669.62","2,990.25","406.34","63.20","83.21","0.00","183.54","40.50"
"04/06/2019","00:00","10,022.88","1,100.23","936.00","4,177.07","2,955.31","478.01","62.12","82.87","12.97","177.78","40.52"
"04/06/2019","01:00","10,036.74","962.43","942.50","4,299.35","2,961.91","508.19","63.75","83.41","0.00","174.56","40.64"
"04/06/2019","02:00","9,683.95","915.16","953.49","4,056.70","2,905.00","492.73","62.97","84.04","0.00","173.45","40.41"
"04/06/2019","03:00","9,338.46","937.01","957.62","3,819.34","2,860.00","402.56","61.57","82.90","0.00","176.87","40.59"
"04/06/2019","04:00","9,386.95","912.44","964.96","3,929.05","2,832.08","384.37","60.12","84.49","0.00","178.85","40.59"
"04/06/2019","05:00","9,229.16","851.71","967.22","3,918.18","2,799.86","334.80","61.61","82.99","0.38","171.77","40.64"
"04/06/2019","06:00","9,283.39","806.48","968.59","4,015.67","2,793.36","337.93","60.21","81.79","6.31","172.45","40.60"
"04/06/2019","07:00","9,288.43","660.18","949.21","4,120.10","2,833.43","363.91","60.57","82.15","20.22","158.27","40.39"
"04/06/2019","08:00","9,137.58","617.56","939.88","3,991.37","2,833.48","360.36","64.55","82.09","42.19","165.63","40.47"
"04/06/2019","09:00","8,941.27","649.47","910.20","3,729.96","2,854.45","380.64","65.68","82.61","58.31","169.51","40.44"
"04/06/2019","10:00","9,164.34","828.16","882.31","3,742.00","2,903.31","382.00","66.19","82.27","65.26","172.42","40.42"
"04/06/2019","11:00","8,890.98","994.26","867.71","3,246.13","2,928.07","434.60","62.78","80.38","70.43","166.07","40.55"
"04/06/2019","12:00","8,962.35","1,177.83","852.21","3,243.72","2,869.56","395.70","63.90","80.05","70.67","168.22","40.49"
"04/06/2019","13:00","9,142.89","1,435.05","848.97","3,225.27","2,861.89","347.24","64.22","81.64","67.41","170.70","40.50"
"04/06/2019","14:00","9,148.04","1,551.62","825.85","3,135.76","2,871.13","341.52","66.00","82.58","62.16","170.89","40.53"
"04/06/2019","15:00","9,346.46","1,701.62","821.44","3,167.55","2,906.72","344.99","66.01","81.60","53.72","162.37","40.44"
"04/06/2019","16:00","9,698.54","1,720.15","832.05","3,450.11","2,926.42","380.38","65.93","81.42","39.76","162.02","40.30"
"04/06/2019","17:00","10,302.25","1,735.95","847.57","4,021.24","2,941.48","382.92","65.66","81.20","25.86","159.79","40.58"
"04/06/2019","18:00","10,549.61","1,535.36","862.42","4,440.08","2,950.10","394.98","66.83","82.26","10.09","167.09","40.40"
"04/06/2019","19:00","10,316.43","1,339.84","877.18","4,310.08","2,986.76","435.81","66.70","83.11","10.24","166.29","40.42"
"04/06/2019","20:00","10,262.57","1,125.51","905.10","4,523.99","2,963.23","382.84","63.88","83.34","0.00","174.13","40.55"
"04/06/2019","21:00","9,978.79","1,071.79","920.30","4,171.99","3,069.94","382.94","65.15","84.47","0.00","171.81","40.40"
"04/06/2019","22:00","9,840.71","944.11","934.47","4,091.65","3,103.51","398.33","65.69","84.50","0.00","178.05","40.40"
"04/06/2019","23:00","9,529.98","795.01","948.00","4,009.87","3,028.45","384.18","61.82","85.02","0.00","177.18","40.45"
"05/06/2019","00:00","9,393.43","714.16","953.47","4,079.52","2,872.35","414.97","61.81","83.76","0.00","172.96","40.43"
"05/06/2019","01:00","9,235.71","632.20","959.14","4,066.50","2,834.71","384.32","62.79","82.95","0.00","172.74","40.36"
"05/06/2019","02:00","9,049.94","617.94","969.75","3,921.68","2,793.53","390.73","63.11","82.69","0.00","169.97","40.54"
"05/06/2019","03:00","8,695.30","603.28","975.35","3,664.59","2,712.74","386.74","61.48","82.55","0.00","168.22","40.35"
"05/06/2019","04:00","8,692.25","516.20","981.04","3,708.48","2,811.06","322.98","62.77","82.44","0.00","166.93","40.35"
"05/06/2019","05:00","8,410.53","453.04","983.39","3,524.34","2,782.09","321.55","62.85","81.67","0.41","160.80","40.39"
"05/06/2019","06:00","8,467.56","376.59","988.25","3,630.26","2,793.26","322.50","62.03","82.44","5.73","166.05","40.45"
"05/06/2019","07:00","8,633.25","331.70","971.83","3,855.69","2,812.02","286.40","62.12","82.98","22.39","167.78","40.34"
"05/06/2019","08:00","8,616.85","263.27","956.15","3,919.39","2,797.24","286.48","64.66","80.11","41.05","168.15","40.35"
"05/06/2019","09:00","8,791.17","213.24","936.10","3,984.53","2,890.14","347.05","67.78","81.02","59.31","171.50","40.50"
"05/06/2019","10:00","8,719.03","218.75","915.48","3,884.17","2,899.11","378.42","66.99","81.57","66.07","167.86","40.61"
"05/06/2019","11:00","8,653.32","353.54","891.65","3,746.36","2,900.20","343.51","66.50","81.46","68.32","161.60","40.18"
"05/06/2019","12:00","8,814.73","521.53","868.95","3,754.39","2,898.83","350.87","65.36","81.63","69.42","163.34","40.41"
"05/06/2019","13:00","8,880.97","749.36","851.41","3,647.52","2,909.89","308.29","65.04","78.59","67.74","162.90","40.23"
"05/06/2019","14:00","9,175.93","1,037.94","842.91","3,691.44","2,855.93","330.89","66.53","81.01","61.40","167.48","40.40"
"05/06/2019","15:00","9,654.29","1,237.67","830.91","3,928.32","2,862.89","380.39","67.09","81.16","55.93","169.51","40.42"
"05/06/2019","16:00","9,902.69","1,379.96","826.30","4,108.69","2,802.77","382.57","67.98","81.51","46.27","166.31","40.33"
"05/06/2019","17:00","10,267.15","1,452.09","833.00","4,371.71","2,834.59","386.67","69.10","80.35","27.42","171.85","40.37"
"05/06/2019","18:00","10,182.38","1,393.40","844.27","4,415.59","2,784.59","373.89","65.78","81.30","11.56","171.10","40.90"
"05/06/2019","19:00","10,227.49","1,284.70","857.58","4,530.77","2,827.57","366.52","66.88","81.73","1.20","170.20","40.34"
"05/06/2019","20:00","10,327.25","1,266.04","878.49","4,560.56","2,886.02","372.28","67.12","81.93","0.00","174.47","40.34"
"05/06/2019","21:00","10,312.83","1,238.90","898.83","4,468.86","2,967.41","376.13","65.50","82.27","0.00","174.69","40.24"
"05/06/2019","22:00","9,837.64","1,077.21","915.42","4,138.79","2,978.26","365.20","64.20","81.89","0.00","176.45","40.22"
"05/06/2019","23:00","9,884.60","855.04","928.88","4,400.71","2,887.43","459.97","58.66","82.28","0.00","171.33","40.30"
"06/06/2019","00:00","9,287.66","682.62","939.10","4,143.21","2,773.88","398.60","54.64","82.20","0.00","173.01","40.40"
"06/06/2019","01:00","9,224.29","538.45","949.93","4,249.95","2,742.20","404.51","42.59","82.22","0.00","173.89","40.55"
"06/06/2019","02:00","8,989.59","452.15","959.40","4,099.63","2,730.42","389.52","64.88","82.56","0.00","170.63","40.40"
"06/06/2019","03:00","8,907.66","415.98","966.26","4,148.73","2,681.53","340.22","64.88","82.60","0.00","167.01","40.45"
"06/06/2019","04:00","8,654.15","385.86","971.41","4,032.86","2,615.06","342.23","41.65","82.30","0.00","142.43","40.35"
"06/06/2019","05:00","8,604.40","469.38","955.74","3,803.32","2,636.68","413.35","42.55","81.86","0.48","160.94","40.10"
"06/06/2019","06:00","8,696.05","455.74","945.54","3,868.79","2,656.30","434.33","41.04","80.94","5.90","167.17","40.30"
"06/06/2019","07:00","8,869.97","375.73","962.04","4,051.24","2,682.72","441.16","42.19","81.84","21.22","171.48","40.35"
"06/06/2019","08:00","8,815.69","304.12","950.58","3,959.42","2,782.04","442.28","49.91","81.11","38.61","167.41","40.21"
"06/06/2019","09:00","8,280.33","289.15","930.09","3,384.90","2,801.50","467.84","66.43","81.34","51.58","167.16","40.34"
"06/06/2019","10:00","8,433.84","346.60","906.74","3,434.01","2,850.20","470.49","69.27","80.76","62.08","173.27","40.42"
"06/06/2019","11:00","8,159.73","380.76","878.80","3,201.89","2,782.39","481.88","68.92","81.48","69.02","174.28","40.31"
"06/06/2019","12:00","8,168.40","474.69","840.67","3,183.53","2,768.81","474.92","68.59","81.08","61.85","174.05","40.21"
"06/06/2019","13:00","8,357.02","644.72","825.49","3,273.84","2,748.91","430.63","69.97","81.96","70.59","170.51","40.40"
"06/06/2019","14:00","8,465.27","817.84","813.45","3,228.73","2,739.86","434.46","68.86","80.25","66.23","175.19","40.40"
"06/06/2019","15:00","8,778.92","943.05","805.74","3,450.97","2,738.81","431.14","66.01","80.68","51.19","170.99","40.34"
"06/06/2019","16:00","9,033.15","1,136.65","805.26","3,433.96","2,783.57","470.93","65.11","81.44","44.44","171.52","40.27"
"06/06/2019","17:00","9,673.93","1,228.39","812.30","3,945.41","2,832.79","467.23","66.63","81.14","25.99","173.65","40.40"
"06/06/2019","18:00","10,240.44","1,325.64","819.03","4,382.88","2,875.41","468.37","66.75","81.85","10.44","169.78","40.29"
"06/06/2019","19:00","10,202.24","1,376.45","841.71","4,274.14","2,897.00","462.71","50.00","81.76","1.28","176.91","40.28"
"06/06/2019","20:00","10,355.76","1,525.17","869.35","4,334.16","2,811.16","453.15","64.90","81.03","0.03","176.41","40.40"
"06/06/2019","21:00","10,334.18","1,520.78","888.03","4,295.27","2,815.30","450.34","64.55","81.88","0.00","177.83","40.20"
"06/06/2019","22:00","10,007.32","1,337.62","903.61","4,124.07","2,810.40","462.11","63.97","82.55","0.00","182.86","40.13"
"06/06/2019","23:00","9,510.30","1,144.45","918.70","3,877.08","2,787.41","412.91","63.48","82.98","0.00","183.06","40.23"
